Number,Name,Trimmed Name,Assists,Goals,Ds,Turnovers,Team,Home/Away,Week,Opponent
87,Christina Marsicano,Christina Marsicano,,,1,1,Atlanta Soul,Home,4,MIN
87,Christina Marsicano,Christina Marsicano,,1,,1,Atlanta Soul,Away,6,IND
87,Christina Marsicano,Christina Marsicano,0,0,0,0,Atlanta Soul,Home,7,RAL
87,Christina Marsicano,Christina Marsicano,1,1,,,Atlanta Soul,Away,8,ATX
87,Christina Marsicano,Christina Marsicano,0,2,0,1,Atlanta Soul,Away,11,CBUS
87,Christina Marsicano,Christina Marsicano,0,1,5,0,Atlanta Soul,Home,10,NASH
2,Cori Bradham,Cori Bradham,,3,3,3,Atlanta Soul,Home,4,MIN
2,Cori Bradham,Cori Bradham,2,2,0,3,Atlanta Soul,Home,7,RAL
2,Cori Bradham,Cori Bradham,1,2,1,2,Atlanta Soul,Away,8,ATX
2,Cori Bradham,Cori Bradham,2,6,1,3,Atlanta Soul,Away,11,CBUS
2,Cori Bradham,Cori Bradham,2,2,1,3,Atlanta Soul,Home,10,NASH
3,Dana Bidot,Dana Bidot,1,1,1,,Atlanta Soul,Away,6,IND
3,Dana Bidot,Dana Bidot,0,3,0,0,Atlanta Soul,Home,7,RAL
3,Dana Bidot,Dana Bidot,,1,1,2,Atlanta Soul,Away,8,ATX
3,Dana Bidot,Dana Bidot,0,0,0,4,Atlanta Soul,Away,11,CBUS
3,Dana Bidot,Dana Bidot,0,2,0,0,Atlanta Soul,Home,10,NASH
8,Dani Ortiz,Dani Ortiz,,,,1,Atlanta Soul,Home,4,MIN
8,Dani Ortiz,Dani Ortiz,1,1,1,2,Atlanta Soul,Away,6,IND
8,Dani Ortiz,Dani Ortiz,0,0,0,1,Atlanta Soul,Home,7,RAL
8,Dani Ortiz,Dani Ortiz,,,,4,Atlanta Soul,Away,8,ATX
8,Dani Ortiz,Dani Ortiz,1,0,1,2,Atlanta Soul,Away,11,CBUS
8,Dani Ortiz,Dani Ortiz,0,1,1,3,Atlanta Soul,Home,10,NASH
22,Danni Cordes,Danni Cordes,,,1,2,Atlanta Soul,Home,4,MIN
22,Danni Cordes,Danni Cordes,1,,2,3,Atlanta Soul,Away,6,IND
22,Danni Cordes,Danni Cordes,0,0,0,4,Atlanta Soul,Home,7,RAL
22,Danni Cordes,Danni Cordes,,,2,,Atlanta Soul,Away,8,ATX
22,Danni Cordes,Danni Cordes,0,0,0,0,Atlanta Soul,Away,11,CBUS
22,Danni Cordes,Danni Cordes,0,0,0,0,Atlanta Soul,Home,10,NASH
19,Elle Mayer,Elle Mayer,,,,,Atlanta Soul,Home,4,MIN
19,Elle Mayer,Elle Mayer,1,0,0,0,Atlanta Soul,Away,11,CBUS
19,Elle Mayer,Elle Mayer,0,0,0,0,Atlanta Soul,Home,10,NASH
12,Emma Jaschke,Emma Jaschke,,,,,Atlanta Soul,Home,4,MIN
12,Emma Jaschke,Emma Jaschke,,,,2,Atlanta Soul,Away,6,IND
12,Emma Jaschke,Emma Jaschke,0,1,0,0,Atlanta Soul,Home,7,RAL
12,Emma Jaschke,Emma Jaschke,0,0,0,0,Atlanta Soul,Home,10,NASH
13,Emma Jones,Emma Jones,1,,1,2,Atlanta Soul,Home,4,MIN
13,Emma Jones,Emma Jones,3,1,,2,Atlanta Soul,Away,6,IND
13,Emma Jones,Emma Jones,1,,1,2,Atlanta Soul,Away,8,ATX
13,Emma Jones,Emma Jones,1,1,1,1,Atlanta Soul,Away,11,CBUS
13,Emma Jones,Emma Jones,2,1,2,1,Atlanta Soul,Home,10,NASH
25,Erin Goding,Erin Goding,,2,1,,Atlanta Soul,Home,4,MIN
25,Erin Goding,Erin Goding,,,1,2,Atlanta Soul,Away,6,IND
25,Erin Goding,Erin Goding,2,0,0,6,Atlanta Soul,Home,7,RAL
25,Erin Goding,Erin Goding,,1,,,Atlanta Soul,Away,8,ATX
25,Erin Goding,Erin Goding,0,1,1,0,Atlanta Soul,Home,10,NASH
52,Erynn Schroeder,Erynn Schroeder,2,1,3,5,Atlanta Soul,Home,4,MIN
52,Erynn Schroeder,Erynn Schroeder,1,1,,5,Atlanta Soul,Away,6,IND
52,Erynn Schroeder ,Erynn Schroeder,2,1,1,2,Atlanta Soul,Away,8,ATX
52,Erynn Schroeder,Erynn Schroeder,5,2,0,3,Atlanta Soul,Away,11,CBUS
52,Erynn Schroeder,Erynn Schroeder,5,1,0,1,Atlanta Soul,Home,10,NASH
9,Fiona Cashin,Fiona Cashin,,,,,Atlanta Soul,Home,4,MIN
9,Fiona Cashin,Fiona Cashin,0,3,0,1,Atlanta Soul,Home,7,RAL
9,Fiona Cashin,Fiona Cashin,,,,1,Atlanta Soul,Away,8,ATX
9,Fiona Cashin,Fiona Cashin,1,2,1,1,Atlanta Soul,Away,11,CBUS
9,Fiona Cashin,Fiona Cashin,0,4,2,0,Atlanta Soul,Home,10,NASH
5,Lily Ponitz,Lily Ponitz,,,,2,Atlanta Soul,Home,4,MIN
5,Lily Ponitz,Lily Ponitz,,,,1,Atlanta Soul,Away,6,IND
5,Lily Ponitz,Lily Ponitz,0,0,1,1,Atlanta Soul,Home,7,RAL
5,Lily Ponitz,Lily Ponitz,,,,1,Atlanta Soul,Away,8,ATX
5,Lily Ponitz,Lily Ponitz,2,0,0,0,Atlanta Soul,Away,11,CBUS
5,Lily Ponitz,Lily Ponitz,0,0,0,1,Atlanta Soul,Home,10,NASH
14,Lindsi Allman,Lindsi Allman,,,,,Atlanta Soul,Home,4,MIN
14,Lindsi Allman,Lindsi Allman,,,,1,Atlanta Soul,Away,6,IND
14,Lindsi Allman,Lindsi Allman,0,1,1,0,Atlanta Soul,Away,11,CBUS
14,Lindsi Allman,Lindsi Allman,1,0,0,3,Atlanta Soul,Home,10,NASH
31,María Vargas,María Vargas,,,1,4,Atlanta Soul,Home,4,MIN
31,María Vargas,María Vargas,2,,2,1,Atlanta Soul,Away,6,IND
31,María Vargas,María Vargas,1,0,0,2,Atlanta Soul,Home,7,RAL
31,María Vargas,María Vargas,,,,1,Atlanta Soul,Away,8,ATX
31,María Vargas,María Vargas,1,0,0,0,Atlanta Soul,Away,11,CBUS
31,María Vargas,María Vargas,0,0,0,1,Atlanta Soul,Home,10,NASH
10,Mia Griner,Mia Griner,1,,2,1,Atlanta Soul,Home,4,MIN
10,Mia Griner,Mia Griner,,1,1,3,Atlanta Soul,Away,6,IND
10,Mia Griner,Mia Griner,1,3,1,2,Atlanta Soul,Home,7,RAL
10,Mia Griner,Mia Griner,1,2,2,3,Atlanta Soul,Away,8,ATX
10,Mia Griner,Mia Griner,0,1,0,5,Atlanta Soul,Away,11,CBUS
10,Mia Griner,Mia Griner,2,1,2,0,Atlanta Soul,Home,10,NASH
26,Morgan Lally,Morgan Lally,,1,1,2,Atlanta Soul,Home,4,MIN
26,Morgan Lally,Morgan Lally,,,2,,Atlanta Soul,Away,8,ATX
26,Morgan Lally,Morgan Lally,0,2,1,1,Atlanta Soul,Away,11,CBUS
26,Morgan Lally,Morgan Lally,1,2,0,2,Atlanta Soul,Home,10,NASH
18,Naomi Anderson,Naomi Anderson,2,2,,4,Atlanta Soul,Home,4,MIN
18,Naomi Anderson,Naomi Anderson,2,2,3,8,Atlanta Soul,Away,6,IND
18,Naomi Anderson,Naomi Anderson,1,0,3,1,Atlanta Soul,Home,7,RAL
18,Naomi Anderson,Naomi Anderson,3,,,2,Atlanta Soul,Away,8,ATX
18,Naomi Anderson,Naomi Anderson,4,3,4,3,Atlanta Soul,Away,11,CBUS
18,Naomi Anderson,Naomi Anderson,0,2,4,2,Atlanta Soul,Home,10,NASH
6,Natalie Wilson,Natalie Wilson,2,3,1,,Atlanta Soul,Away,6,IND
6,Natalie Wilson,Natalie Wilson,2,3,0,1,Atlanta Soul,Home,7,RAL
6,Natalie Wilson,Natalie Wilson,,1,,1,Atlanta Soul,Away,8,ATX
6,Natalie Wilson,Natalie Wilson,0,2,1,1,Atlanta Soul,Away,11,CBUS
6,Natalie Wilson,Natalie Wilson,0,0,0,1,Atlanta Soul,Home,10,NASH
1,Quincy Booth,Quincy Booth,5,1,,4,Atlanta Soul,Home,4,MIN
1,Quincy Booth,Quincy Booth,6,1,0,7,Atlanta Soul,Home,7,RAL
1,Quincy Booth,Quincy Booth,1,2,,7,Atlanta Soul,Away,8,ATX
1,Quincy Booth,Quincy Booth,5,1,1,2,Atlanta Soul,Away,11,CBUS
1,Quincy Booth,Quincy Booth,7,1,1,7,Atlanta Soul,Home,10,NASH
15,Rachel Burzynski,Rachel Burzynski,,,,1,Atlanta Soul,Home,4,MIN
15,Rachel Burzynski,Rachel Burzynski,0,0,0,1,Atlanta Soul,Home,7,RAL
15,Rachel Burzynski,Rachel Burzynski,0,0,0,1,Atlanta Soul,Away,11,CBUS
15,Rachel Burzynski,Rachel Burzynski,0,0,0,1,Atlanta Soul,Home,10,NASH
21,Sam Li,Sam Li,,,,1,Atlanta Soul,Home,4,MIN
21,Sam Li,Sam Li,,,1,3,Atlanta Soul,Away,6,IND
21,Sam Li,Sam Li,0,0,0,1,Atlanta Soul,Home,7,RAL
21,Sam Li,Sam Li,1,,,3,Atlanta Soul,Away,8,ATX
21,Sam Li,Sam Li,0,0,2,1,Atlanta Soul,Home,10,NASH
75,Sarah Kingsley,Sarah Kingsley,,1,,2,Atlanta Soul,Home,4,MIN
75,Sarah Kingsley,Sarah Kingsley,,,,,Atlanta Soul,Away,6,IND
75,Sarah Kingsley,Sarah Kingsley,0,0,0,0,Atlanta Soul,Home,7,RAL
75,Sarah Kingsley,Sarah Kingsley,0,0,1,0,Atlanta Soul,Away,11,CBUS
75,Sarah Kingsley,Sarah Kingsley,0,1,0,0,Atlanta Soul,Home,10,NASH
17,Susan Matthews,Susan Matthews,,,,1,Atlanta Soul,Home,4,MIN
17,Susan Matthews,Susan Matthews,1,0,0,0,Atlanta Soul,Home,7,RAL
,Tash Bedoya-Ross,Tash Bedoya-Ross,,,,1,Atlanta Soul,Home,4,MIN
27,Therese Doebler,Therese Doebler,,,1,,Atlanta Soul,Home,4,MIN
27,Therese Doebler,Therese Doebler,,2,,1,Atlanta Soul,Away,6,IND
27,Therese Doebler,Therese Doebler,0,0,0,0,Atlanta Soul,Home,7,RAL
27,Therese Doebler,Therese Doebler,,,,2,Atlanta Soul,Away,8,ATX
12,Annie Ortiz,Annie Ortiz,3,,,1,Austin Torch,Home,1,POR
12,Annie Ortiz,Annie Ortiz,3,2,,5,Austin Torch,Away,3,RAL
12,Annie Ortiz,Annie Ortiz,,,1,5,Austin Torch,Home,5,NASH
12,Annie Ortiz,Annie Ortiz,1,,1,1,Austin Torch,Home,8,ATL
12,Annie Ortiz,Annie Ortiz,1,,,,Austin Torch,Away,10,PHL
12,Annie Ortiz,Annie Ortiz,,,,,Austin Torch,Away,10,NY
18,Briana Taylor,Briana Taylor,,,,,Austin Torch,Home,5,NASH
33,Brianna Stedman,Brianna Stedman,,,1,2,Austin Torch,Home,1,POR
33,Brianna Stedman,Brianna Stedman,,1,,1,Austin Torch,Away,3,RAL
33,Brianna Stedman,Brianna Stedman,2,,,1,Austin Torch,Home,5,NASH
33,Brianna Stedman,Brianna Stedman,,,2,1,Austin Torch,Home,8,ATL
33,Brianna Stedman,Brianna Stedman,3,,,1,Austin Torch,Away,10,PHL
33,Brianna Stedman,Brianna Stedman,1,1,1,5,Austin Torch,Away,10,NY
5,Dre Esparza,Dre Esparza,1,,,1,Austin Torch,Home,1,POR
5,Dre Esparza,Dre Esparza,,,1,2,Austin Torch,Away,3,RAL
5,Dre Esparza,Dre Esparza,2,,,2,Austin Torch,Home,8,ATL
5,Dre Esparza,Dre Esparza,,1,,1,Austin Torch,Away,10,PHL
5,Dre Esparza,Dre Esparza,1,,,4,Austin Torch,Away,10,NY
2,Elise Bjork,Elise Bjork,,3,1,1,Austin Torch,Home,1,POR
2,Elise Bjork,Elise Bjork,3,1,2,4,Austin Torch,Away,3,RAL
2,Elise Bjork,Elise Bjork,1,1,,4,Austin Torch,Home,5,NASH
2,Elise Bjork,Elise Bjork,1,1,1,,Austin Torch,Home,8,ATL
2,Elise Bjork,Elise Bjork,,1,,1,Austin Torch,Away,10,PHL
2,Elise Bjork,Elise Bjork,2,,1,2,Austin Torch,Away,10,NY
15,Elise Franke,Elise Franke,,,,,Austin Torch,Home,1,POR
15,Elise Franke,Elise Franke,,,2,,Austin Torch,Away,3,RAL
15,Elise Franke,Elise Franke,,,,,Austin Torch,Home,8,ATL
1,Elizabeth Diamond,Elizabeth Diamond,,,,1,Austin Torch,Home,1,POR
1,Elizabeth Diamond,Elizabeth Diamond,1,,,,Austin Torch,Home,5,NASH
1,Elizabeth Diamond,Elizabeth Diamond,1,2,,,Austin Torch,Home,8,ATL
14,Emma Berrigan,Emma Berrigan,1,,,1,Austin Torch,Home,1,POR
14,Emma Berrigan,Emma Berrigan,,2,1,,Austin Torch,Home,5,NASH
14,Emma Berrigan,Emma Berrigan,,2,,,Austin Torch,Home,8,ATL
14,Emma Berrigan,Emma Berrigan,1,,,,Austin Torch,Away,10,PHL
14,Emma Berrigan,Emma Berrigan,,1,1,,Austin Torch,Away,10,NY
10,Gaby Cuina,Gaby Cuina,1,,,1,Austin Torch,Home,1,POR
10,Gaby Cuina,Gaby Cuina,1,,,1,Austin Torch,Away,3,RAL
10,Gaby Cuina,Gaby Cuina,,,,2,Austin Torch,Home,5,NASH
10,Gaby Cuina,Gaby Cuina,,1,,,Austin Torch,Home,8,ATL
10,Gaby Cuina,Gaby Cuina,,,,1,Austin Torch,Away,10,PHL
10,Gaby Cuina,Gaby Cuina,1,,,2,Austin Torch,Away,10,NY
69,Jaime Estes,Jaime Estes,2,1,1,1,Austin Torch,Home,1,POR
69,Jaime Estes,Jaime Estes,1,2,2,,Austin Torch,Away,3,RAL
69,Jaime Estes,Jaime Estes,2,1,,2,Austin Torch,Home,5,NASH
69,Jaime Estes,Jaime Estes,5,2,,,Austin Torch,Home,8,ATL
69,Jaime Estes,Jaime Estes,,3,,1,Austin Torch,Away,10,PHL
69,Jaime Estes,Jaime Estes,2,,,1,Austin Torch,Away,10,NY
13,Julia Schmaltz,Julia Schmaltz,,3,,1,Austin Torch,Home,1,POR
13,Julia Schmaltz,Julia Schmaltz,1,2,1,2,Austin Torch,Away,3,RAL
13,Julia Schmaltz,Julia Schmaltz,,2,,1,Austin Torch,Home,8,ATL
13,Julia Schmaltz,Julia Schmaltz,,1,1,,Austin Torch,Away,10,PHL
13,Julia Schmaltz,Julia Schmaltz,,5,3,,Austin Torch,Away,10,NY
77,Kerry Younts,Kerry Younts,,,,,Austin Torch,Home,1,POR
77,Kerry Younts,Kerry Younts,,,2,,Austin Torch,Away,3,RAL
77,Kerry Younts,Kerry Younts,,1,1,2,Austin Torch,Home,5,NASH
77,Kerry Younts,Kerry Younts,1,1,,,Austin Torch,Home,8,ATL
77,Kerry Younts,Kerry Younts,,1,1,,Austin Torch,Away,10,PHL
77,Kerry Younts,Kerry Younts,,,1,2,Austin Torch,Away,10,NY
88,Maddy Easton,Maddy Easton,,,,,Austin Torch,Home,1,POR
88,Maddy Easton,Maddy Easton,,,,1,Austin Torch,Away,3,RAL
88,Maddy Easton,Maddy Easton,,1,1,3,Austin Torch,Home,5,NASH
88,Maddy Easton,Maddy Easton,,,,1,Austin Torch,Home,8,ATL
59,Maple Adkins-Threats,Maple Adkins-Threats,,1,,2,Austin Torch,Home,1,POR
59,Maple Adkins-Threats,Maple Adkins-Threats,,,,,Austin Torch,Home,5,NASH
59,Maple Adkins-Threats,Maple Adkins-Threats,,1,2,,Austin Torch,Home,8,ATL
4,MC Robbins,MC Robbins,,,,,Austin Torch,Home,1,POR
4,MC Robbins,MC Robbins,,,,,Austin Torch,Home,8,ATL
42,Meg Duffy,Meg Duffy,,,1,,Austin Torch,Home,1,POR
42,Meg Duffy,Meg Duffy,2,,1,1,Austin Torch,Away,3,RAL
42,Meg Duffy,Meg Duffy,1,1,,3,Austin Torch,Home,5,NASH
42,Meg Duffy,Meg Duffy,,,,,Austin Torch,Home,8,ATL
42,Meg Duffy,Meg Duffy,3,,,,Austin Torch,Away,10,PHL
42,Meg Duffy,Meg Duffy,,1,,4.5,Austin Torch,Away,10,NY
95,Megan Mendieta,Megan Mendieta,,,,,Austin Torch,Home,1,POR
95,Megan Mendieta,Megan Mendieta,2,,,1,Austin Torch,Home,5,NASH
95,Megan Mendieta,Megan Mendieta,2,,,1,Austin Torch,Home,8,ATL
95,Megan Mendieta,Megan Mendieta,,,,,Austin Torch,Away,10,PHL
95,Megan Mendieta,Megan Mendieta,1,,,2,Austin Torch,Away,10,NY
29,Meghan Rutledge,Meghan Rutledge,,1,,1,Austin Torch,Home,1,POR
29,Meghan Rutledge,Meghan Rutledge,,,2,1,Austin Torch,Home,5,NASH
29,Meghan Rutledge,Meghan Rutledge,,1,,1,Austin Torch,Home,8,ATL
29,Meghan Rutledge,Meghan Rutledge,1,,1,,Austin Torch,Away,10,PHL
29,Meghan Rutledge,Meghan Rutledge,,1,,4,Austin Torch,Away,10,NY
8,Mindy Radike,Mindy Radike,,,,1,Austin Torch,Home,1,POR
8,Mindy Radike,Mindy Radike,,,,,Austin Torch,Away,3,RAL
8,Mindy Radike,Mindy Radike,,,1,4,Austin Torch,Home,5,NASH
8,Mindy Radike,Mindy Radike,2,,2,1,Austin Torch,Home,8,ATL
8,Mindy Radike,Mindy Radike,,,,,Austin Torch,Away,10,PHL
8,Mindy Radike,Mindy Radike,1,,,6,Austin Torch,Away,10,NY
31,Nikki Gilbert,Nikki Gilbert,,,1,1,Austin Torch,Home,1,POR
31,Nikki Gilbert,Nikki Gilbert,,3,1,1,Austin Torch,Home,5,NASH
31,Nikki Gilbert,Nikki Gilbert,2,,,,Austin Torch,Home,8,ATL
17,Olympia Walker,Olympia Walker,1,2,1,,Austin Torch,Home,8,ATL
23,Rachel Yeager,Rachel Yeager,1,1,1,,Austin Torch,Home,1,POR
23,Rachel Yeager,Rachel Yeager,,,,1,Austin Torch,Away,3,RAL
23,Rachel Yeager,Rachel Yeager,,,,1,Austin Torch,Home,5,NASH
23,Rachel Yeager,Rachel Yeager,,,,,Austin Torch,Home,8,ATL
23,Rachel Yeager,Rachel Yeager,,2,,,Austin Torch,Away,10,PHL
23,Rachel Yeager,Rachel Yeager,,,1,,Austin Torch,Away,10,NY
20,Sanja Stojcic,Sanja Stojcic,,,,1,Austin Torch,Home,1,POR
20,Sanja Stojcic,Sanja Stojcic,1,,,2,Austin Torch,Home,5,NASH
16,Sarah Levinn,Sarah Levinn,,1,,,Austin Torch,Home,1,POR
16,Sarah Levinn,Sarah Levinn,1,1,,1,Austin Torch,Away,3,RAL
16,Sarah Levinn,Sarah Levinn,,3,3,1,Austin Torch,Home,5,NASH
16,Sarah Levinn,Sarah Levinn,1,3,,,Austin Torch,Home,8,ATL
16,Sarah Levinn,Sarah Levinn,1,2,,,Austin Torch,Away,10,PHL
16,Sarah Levinn,Sarah Levinn,1,1,2,4.5,Austin Torch,Away,10,NY
7,Shiru Liu,Shiru Liu,1,,,3,Austin Torch,Home,1,POR
7,Shiru Liu,Shiru Liu,1,,,2,Austin Torch,Away,3,RAL
7,Shiru Liu,Shiru Liu,3,,1,4,Austin Torch,Home,5,NASH
7,Shiru Liu,Shiru Liu,4,,,3,Austin Torch,Home,8,ATL
7,Shiru Liu,Shiru Liu,3,,,,Austin Torch,Away,10,PHL
7,Shiru Liu,Shiru Liu,,,,1,Austin Torch,Away,10,NY
27,Sierra Jensen,Sierra Jensen,,,,,Austin Torch,Home,1,POR
27,Sierra Jensen,Sierra Jensen,1,,,,Austin Torch,Away,3,RAL
27,Sierra Jensen,Sierra Jensen,,,1,1,Austin Torch,Home,5,NASH
27,Sierra Jensen,Sierra Jensen,,1,,,Austin Torch,Home,8,ATL
27,Sierra Jensen,Sierra Jensen,,1,1,,Austin Torch,Away,10,PHL
27,Sierra Jensen,Sierra Jensen,,,1,3,Austin Torch,Away,10,NY
99,Sierra Rimmer,Sierra Rimmer,1,2,1,3,Austin Torch,Home,1,POR
99,Sierra Rimmer,Sierra Rimmer,2,2,,5,Austin Torch,Away,3,RAL
99,Sierra Rimmer,Sierra Rimmer,1,,,6,Austin Torch,Home,5,NASH
99,Sierra Rimmer,Sierra Rimmer,,,,2,Austin Torch,Home,8,ATL
99,Sierra Rimmer,Sierra Rimmer,,1,,1,Austin Torch,Away,10,PHL
99,Sierra Rimmer,Sierra Rimmer,1,,1,3,Austin Torch,Away,10,NY
9,Summer Wilson,Summer Wilson,2,,1,3,Austin Torch,Home,1,POR
9,Summer Wilson,Summer Wilson,,3,,1,Austin Torch,Away,3,RAL
9,Summer Wilson,Summer Wilson,,,,2,Austin Torch,Home,5,NASH
9,Summer Wilson ,Summer Wilson,,3,,,Austin Torch,Home,8,ATL
9,Summer Wilson,Summer Wilson,,,,1,Austin Torch,Away,10,PHL
9,Summer Wilson,Summer Wilson,,1,1,1,Austin Torch,Away,10,NY
22,Sydney Overman,Sydney Overman,,,,,Austin Torch,Home,1,POR
22,Sydney Overman,Sydney Overman,,2,,,Austin Torch,Away,3,RAL
22,Sydney Overman,Sydney Overman,1,1,,,Austin Torch,Home,5,NASH
22,Sydney Overman,Sydney Overman,,1,2,,Austin Torch,Home,8,ATL
22,Sydney Overman,Sydney Overman,,,,1,Austin Torch,Away,10,PHL
22,Sydney Overman,Sydney Overman,,,,,Austin Torch,Away,10,NY
27,Alex Hughes,Alex Hughes,0,0,0,0,Columbus Pride,Away,1,RAL
27,Alex Hughes,Alex Hughes,,1,1,1,Columbus Pride,Home,7,MKE
27,Alex Hughes,Alex Hughes,,1,,,Columbus Pride,Away,8,MIN
27,Alex Hughes,Alex Hughes,,,1,,Columbus Pride,Away,10,IND
27,Alex Hughes,Alex Hughes,,,,,Columbus Pride,Home,11,ATL
27,Alex Hughes,Alex Hughes,,,,1,Columbus Pride,Home,3,NASH
1,Alora Reiff,Alora Reiff,0,0,0,2,Columbus Pride,Away,1,RAL
1,Alora Reiff,Alora Reiff,,,1,,Columbus Pride,Away,10,IND
1,Alora Reiff,Alora Reiff,1,1,,1,Columbus Pride,Home,3,NASH
28,Bailey Perkins,Bailey Perkins,0,1,0,1,Columbus Pride,Away,1,RAL
28,Bailey Perkins,Bailey Perkins,,,,1,Columbus Pride,Home,7,MKE
28,Bailey Perkins,Bailey Perkins,,,,,Columbus Pride,Away,8,MIN
28,Bailey Perkins,Bailey Perkins,,,,1,Columbus Pride,Away,10,IND
28,Bailey Perkins,Bailey Perkins,,,,,Columbus Pride,Home,11,ATL
28,Bailey Perkins,Bailey Perkins,,,,1,Columbus Pride,Home,3,NASH
8,Becky Moore,Becky Moore,1,1,1,2,Columbus Pride,Away,1,RAL
8,Becky Moore,Becky Moore,,1,1,,Columbus Pride,Home,7,MKE
8,Becky Moore,Becky Moore,,,,,Columbus Pride,Home,11,ATL
8,Becky Moore,Becky Moore,,2,,,Columbus Pride,Home,3,NASH
16,Charlie Andreasen,Charlie Andreasen,,,,,Columbus Pride,Home,7,MKE
16,Charlie Andreasen,Charlie Andreasen,,,,,Columbus Pride,Away,8,MIN
16,Charlie Andreasen,Charlie Andreasen,,,,,Columbus Pride,Away,10,IND
16,Charlie Andreasen,Charlie Andreasen,,,,,Columbus Pride,Home,11,ATL
13,Christie Lawry,Christie Lawry,,1,1,4,Columbus Pride,Home,7,MKE
13,Christie Lawry,Christie Lawry,,,,4,Columbus Pride,Home,3,NASH
6,Corinn Pruitt,Corinn Pruitt,0,0,2,3,Columbus Pride,Away,1,RAL
6,Corinn Pruitt,Corinn Pruitt,1,1,2,2,Columbus Pride,Home,7,MKE
6,Corinn Pruitt,Corinn Pruitt,,, ,5,Columbus Pride,Away,8,MIN
6,Corinn Pruitt,Corinn Pruitt,,,,1,Columbus Pride,Away,10,IND
6,Corinn Pruitt,Corinn Pruitt,,1,,1,Columbus Pride,Home,11,ATL
7,Delaney Marsalek,Delaney Marsalek,1,3,1,,Columbus Pride,Away,10,IND
7,Delaney Marsalek,Delaney Marsalek,,1,,,Columbus Pride,Home,11,ATL
7,Delaney Marsalek,Delaney Marsalek,,1,,,Columbus Pride,Home,3,NASH
9,Emily Evans,Emily Evans,0,0,0,0,Columbus Pride,Away,1,RAL
9,Emily Evans,Emily Evans,,,,,Columbus Pride,Home,7,MKE
9,Emily Evans,Emily Evans,,,,1,Columbus Pride,Away,10,IND
9,Emily Evans,Emily Evans,1,,,1,Columbus Pride,Home,11,ATL
9,Emily Evans,Emily Evans,,,,,Columbus Pride,Home,3,NASH
46,Graham Cunningham,Graham Cunningham,2,0,0,3,Columbus Pride,Away,1,RAL
46,Graham Cunningham,Graham Cunningham,1,,,4,Columbus Pride,Home,7,MKE
46,Graham Cunningham,Graham Cunningham,1,1,,8,Columbus Pride,Away,8,MIN
46,Graham Cunningham,Graham Cunningham,,,1,6,Columbus Pride,Away,10,IND
46,Graham Cunningham,Graham Cunningham,,,,,Columbus Pride,Home,11,ATL
46,Graham Cunningham,Graham Cunningham,1,2,1,2,Columbus Pride,Home,3,NASH
24,Hannah Grace Morrison,Hannah Grace Morrison,,,1,4,Columbus Pride,Away,10,IND
24,Hannah Grace Morrison,Hannah Grace Morrison,,,,,Columbus Pride,Home,11,ATL
38,Jenny Perry,Jenny Perry,0,0,0,2,Columbus Pride,Away,1,RAL
38,Jenny Perry,Jenny Perry,,,,1,Columbus Pride,Home,7,MKE
38,Jenny Perry,Jenny Perry,3,1,,3,Columbus Pride,Away,8,MIN
38,Jenny Perry,Jenny Perry,1,,,3,Columbus Pride,Away,10,IND
38,Jenny Perry,Jenny Perry,,,,,Columbus Pride,Home,11,ATL
38,Jenny Perry,Jenny Perry,1,,,1,Columbus Pride,Home,3,NASH
77,Katrina McGuire,Katrina McGuire,3,0,6,10,Columbus Pride,Away,1,RAL
77,Katrina McGuire,Katrina McGuire,3,1,,3,Columbus Pride,Home,7,MKE
77,Katrina McGuire,Katrina McGuire,3,,1,2,Columbus Pride,Away,8,MIN
77,Katrina McGuire,Katrina McGuire,2,1,1,6,Columbus Pride,Away,10,IND
77,Katrina McGuire,Katrina McGuire,,,,,Columbus Pride,Home,11,ATL
10,Lexie Thomas,Lexie Thomas,,1,,1,Columbus Pride,Home,11,ATL
10,Lexie Thomas,Lexie Thomas,3,,,,Columbus Pride,Home,3,NASH
11,Lisha Chen,Lisha Chen,0,0,2,1,Columbus Pride,Away,1,RAL
11,Lisha Chen,Lisha Chen,,1,,,Columbus Pride,Home,3,NASH
88,Maddie Pletzke,Maddie Pletzke,0,1,0,1,Columbus Pride,Away,1,RAL
88,Maddie Pletzke,Maddie Pletzke,2,,2,,Columbus Pride,Home,7,MKE
88,Maddie Pletzke,Maddie Pletzke,,,1,,Columbus Pride,Away,8,MIN
88,Maddie Pletzke,Maddie Pletzke,,,,,Columbus Pride,Home,11,ATL
88,Maddie Pletzke,Maddie Pletzke,2,1,1,5,Columbus Pride,Home,3,NASH
0,Maggie Rowell,Maggie Rowell,4,1,1,2,Columbus Pride,Away,1,RAL
0,Maggie Rowell,Maggie Rowell,3,2,,2,Columbus Pride,Home,7,MKE
0,Maggie Rowell,Maggie Rowell,,1,,4,Columbus Pride,Away,8,MIN
0,Maggie Rowell,Maggie Rowell,2,1,2,1,Columbus Pride,Away,10,IND
0,Maggie Rowell,Maggie Rowell,1,,,,Columbus Pride,Home,11,ATL
0,Maggie Rowell,Maggie Rowell,1,3,,3,Columbus Pride,Home,3,NASH
21,Mal Griffith,Mal Griffith,0,0,2,2,Columbus Pride,Away,1,RAL
21,Mal Griffith,Mal Griffith,,,1,1,Columbus Pride,Home,7,MKE
21,Mal Griffith,Mal Griffith,,1,,1,Columbus Pride,Away,8,MIN
