match,week,team,opponent,Created,Point,Possession,Started point on offense?,Scored?,Start X (0 -> 1 = left sideline -> right sideline),Start Y (0 -> 1 = back of opponent endzone -> back of own endzone),Initiator,Passes,Secondary assist,Assist,Goal,Thrower error,Receiver error,Stalled out
ATL @ NASH,Week 5,ATL,NASH,5/14/24 6:33,22,1,1,0,0.17634855,0.5940381,31 María Vargas,4,NA,NA,NA,21 Samantha Li,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 6:36,23,1,1,1,0.15145229,0.6395206,20 Soju Hokari,3,54 Liv Ford,26 Morgan Lally,54 Liv Ford,NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:14,25,1,0,0,0.5746888,0.7028273,54 Liv Ford,1,NA,NA,NA,54 Liv Ford,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:16,26,1,1,0,0.7697095,0.65181315,08 Dani Ortiz,8,NA,NA,NA,51 Lilli Popovich,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:19,27,1,1,1,0.9080221,0.72802705,13 Hannah Abraham,11,19 Elle Mayer,54 Liv Ford,27 Therese Doebler,NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:22,28,1,0,0,0.05878285,0.8337431,20 Soju Hokari,1,NA,NA,NA,NA,05 Megan Jarriel,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:24,29,1,1,0,0.3713693,0.6659496,08 Dani Ortiz,3,NA,NA,NA,NA,19 Elle Mayer,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:25,29,2,1,1,0.39626557,0.73478794,10 Mia Griner,5,26 Morgan Lally,08 Dani Ortiz,26 Morgan Lally,NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:28,31,1,1,0,0.92047024,0.6432084,20 Soju Hokari,6,NA,NA,NA,14 Lindsay Allman,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:30,31,2,1,0,0.48063624,0.8362016,10 Mia Griner,3,NA,NA,NA,31 María Vargas,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:31,31,3,1,1,0.6300138,0.7034419,08 Dani Ortiz,3,31 María Vargas,20 Soju Hokari,75 Sarah Kingsley-Hart,NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:34,32,1,0,1,0.21369295,0.37891826,18 Naomi Anderson,2,18 Naomi Anderson,13 Hannah Abraham,51 Lilli Popovich,NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:35,33,1,0,1,0.269018,0.84603566,26 Morgan Lally,7,51 Lilli Popovich,26 Morgan Lally,06 Willy (Natalie Wilson),NA,NA,NA
ATL @ NASH,Week 5,ATL,NASH,5/14/24 7:37,34,1,0,0,0.708852,0.46681008,05 Megan Jarriel,4,NA,NA,NA,54 Liv Ford,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:16,1,1,0,0,0.8041667,0.42160493,24 Mia Letterie,9,NA,NA,NA,24 Mia Letterie,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:18,1,2,0,0,0.22916667,0.6771605,45 Sylvia Brown,4,NA,NA,NA,NA,45 Sylvia Brown,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:21,2,1,1,1,0.5208333,0.69382715,28 Margie Quinn,15,72 Grace Castro,28 Margie Quinn,10 Tori Taylor,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:28,4,1,1,0,0.64166665,0.6135802,28 Margie Quinn,3,NA,NA,NA,72 Grace Castro,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:29,4,2,1,0,0.16111107,0.2654321,16 Emily Branson,1,NA,NA,NA,16 Emily Branson,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:33,5,1,1,0,0.31944448,0.7191358,08 Grace Robinson,6,NA,NA,NA,06 Micah Roberts,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:35,5,2,1,0,0.81111115,0.5882716,45 Sylvia Brown,6,NA,NA,NA,24 Mia Letterie,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/12/24 12:36,5,3,1,1,0.4055556,0.57901233,25 Nadine Rowen,7,82 Mary Turner,25 Nadine Rowen,82 Mary Turner,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:04,7,1,1,0,0.51111114,0.7092593,28 Margie Quinn,18,NA,NA,NA,28 Margie Quinn,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:09,7,2,1,1,0.14583333,0.24259262,27 Katharine Gilbert,6,27 Katharine Gilbert,10 Tori Taylor,28 Margie Quinn,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:13,8,1,0,0,0.21805553,0.58148146,27 Katharine Gilbert,5,NA,NA,NA,28 Margie Quinn,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:16,8,2,0,1,0.26805553,0.7641975,28 Margie Quinn,14,28 Margie Quinn,10 Tori Taylor,16 Emily Branson,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:21,9,1,1,1,0.6277778,0.69012344,28 Margie Quinn,19,27 Katharine Gilbert,28 Margie Quinn,22 Rebecca Henley,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:27,10,1,0,0,0.2069444,0.72037035,02 Sierra Rimmer,3,NA,NA,NA,21 Elena Rubino,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:29,10,2,0,0,0.8944444,0.8320988,02 Sierra Rimmer,2,NA,NA,NA,10 Tori Taylor,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:31,10,3,0,0,0.43888888,0.7425926,10 Tori Taylor,17,NA,NA,NA,16 Emily Branson,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 17:35,10,4,0,1,0.66111106,0.45679012,22 Rebecca Henley,14,28 Margie Quinn,10 Tori Taylor,16 Emily Branson,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:04,12,1,1,1,0.4125,0.6191358,28 Margie Quinn,8,22 Rebecca Henley,10 Tori Taylor,22 Rebecca Henley,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:13,14,1,1,0,0.3,0.6679012,28 Margie Quinn,2,NA,NA,NA,27 Katharine Gilbert,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:16,15,1,1,1,0.24166666,0.69074076,08 Grace Robinson,15,24 Mia Letterie,08 Grace Robinson,24 Mia Letterie,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:21,16,1,0,0,0.09305553,0.591358,24 Mia Letterie,1,NA,NA,NA,24 Mia Letterie,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:22,16,2,0,1,0.26111108,0.5154321,09 Emma Patterson,14,24 Mia Letterie,26 Leah Shorb,23 Breanna Snipes,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:28,17,1,0,0,0.49166667,0.57901233,02 Sierra Rimmer,1,NA,NA,NA,02 Sierra Rimmer,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:29,17,2,0,0,0.2222222,0.7691358,45 Sylvia Brown,2,NA,NA,NA,06 Micah Roberts,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:31,17,3,0,1,0.019444402,0.754321,45 Sylvia Brown,10,72 Grace Castro,28 Margie Quinn,10 Tori Taylor,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:36,18,1,0,0,0.23472227,0.8462963,09 Emma Patterson,9,NA,NA,NA,45 Sylvia Brown,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:39,18,2,0,0,0.031944465,0.84444445,09 Emma Patterson,2,NA,NA,NA,45 Sylvia Brown,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:40,19,1,1,0,0.28333333,0.6814815,27 Katharine Gilbert,4,NA,NA,NA,27 Katharine Gilbert,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:42,19,2,1,0,0.36527774,0.82901233,27 Katharine Gilbert,4,NA,NA,NA,27 Katharine Gilbert,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:44,19,3,1,1,0.2819444,0.61296296,28 Margie Quinn,7,28 Margie Quinn,22 Rebecca Henley,72 Grace Castro,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:50,21,1,1,1,0.24861106,0.61975306,28 Margie Quinn,10,72 Grace Castro,28 Margie Quinn,08 Grace Robinson,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:56,22,1,0,1,0.1375,0.47222224,09 Emma Patterson,4,23 Breanna Snipes,09 Emma Patterson,21 Elena Rubino,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 22:58,24,1,1,0,0.62083334,0.7006173,28 Margie Quinn,9,NA,NA,NA,22 Rebecca Henley,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:01,25,1,1,0,0.36805552,0.62469137,28 Margie Quinn,9,NA,NA,NA,NA,27 Katharine Gilbert,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:04,25,2,1,1,0.32083333,0.6148148,28 Margie Quinn,10,72 Grace Castro,10 Tori Taylor,22 Rebecca Henley,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:08,26,1,0,1,0.29722226,0.56543213,27 Katharine Gilbert,12,28 Margie Quinn,10 Tori Taylor,22 Rebecca Henley,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:14,28,1,1,0,0.8222223,0.62222224,28 Margie Quinn,12,NA,NA,NA,08 Grace Robinson,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:17,28,2,1,1,0.7388889,0.18518521,27 Katharine Gilbert,4,08 Grace Robinson,27 Katharine Gilbert,10 Tori Taylor,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:20,29,1,0,0,0.40833333,0.45246914,09 Emma Patterson,3,NA,NA,NA,02 Sierra Rimmer,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:21,30,1,1,1,0.5069445,0.5969136,28 Margie Quinn,8,28 Margie Quinn,72 Grace Castro,10 Tori Taylor,NA,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:25,31,1,0,0,0.11111107,0.44753087,09 Emma Patterson,1,NA,NA,NA,09 Emma Patterson,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:26,31,2,0,0,0.06527773,0.6203703,09 Emma Patterson,10,NA,NA,NA,45 Sylvia Brown,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:29,32,1,1,0,0.5013889,0.5660494,27 Katharine Gilbert,3,NA,NA,NA,28 Margie Quinn,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:32,33,1,1,0,0.21805553,0.6148148,02 Sierra Rimmer,2,NA,NA,NA,45 Sylvia Brown,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:33,34,1,1,0,0.51944447,0.68333334,28 Margie Quinn,1,NA,NA,NA,28 Margie Quinn,NA,NA
ATL @ NASH,Week 5,NASH,ATL,5/6/24 23:34,34,2,1,0,0.2430556,0.8555556,10 Tori Taylor,6,NA,NA,NA,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:12:40,1,1,0,0,0.019444466,0.7623457,11 Rachel Johnson,7,NA,NA,NA,11 Rachel Johnson,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:14:06,1,2,0,1,0.34861115,0.57962966,55 Courtney Walbe,2,55 Courtney Walbe,21 Sarah Mondschein,14 Jessica Hendrickson,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:17:34,3,1,1,0,0.33333334,0.7604938,03 Makella Daley,2,NA,NA,NA,04 Erica Baken,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:18:29,3,2,1,0,0.047222264,0.71851856,05 Steph Rupp,7,NA,NA,NA,44 Sarah Meckstroth,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:19:55,3,3,1,0,0.85,0.7345679,04 Erica Baken,6,NA,NA,NA,NA,44 Sarah Meckstroth,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:21:35,3,4,1,1,0.51111114,0.6148148,04 Erica Baken,13,53 Emma Piorier,04 Erica Baken,28 Emma Peaslee,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:25:46,4,1,0,0,0.2819444,0.8537037,10 Jane Koch,2,NA,NA,NA,NA,55 Courtney Walbe,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:26:22,4,2,0,0,0.7611111,0.85493827,11 Rachel Johnson,2,NA,NA,NA,NA,10 Jane Koch,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:28:18,4,3,0,0,0.7902777,0.70555556,04 Erica Baken,1,NA,NA,NA,04 Erica Baken,44 Sarah Meckstroth,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:30:50,4,4,0,1,0.81527776,0.6018518,04 Erica Baken,4,05 Steph Rupp,44 Sarah Meckstroth,07 Danielle Byers,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:32:23,5,1,0,0,0.90972227,0.8271605,15 Chelsea Semper,4,NA,NA,NA,00 Alicia Carr,21 Sarah Mondschein,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:35:09,6,1,1,1,0.15833333,0.7691358,05 Steph Rupp,4,03 Makella Daley,02 Steph Wood,07 Danielle Byers,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:38:29,7,1,0,1,0.53333336,0.83271605,11 Rachel Johnson,9,01 Amelia Zdechlik,55 Courtney Walbe,10 Jane Koch,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:41:05,8,1,0,1,0.05,0.7129629,02 Steph Wood,5,45 Emery Otapalik,00 Alicia Carr,33 Julia Hill,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:43:14,9,1,0,0,0.34166667,0.8271605,11 Rachel Johnson,1,NA,NA,NA,11 Rachel Johnson,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:43:49,9,2,0,0,0.9680556,0.7302469,11 Rachel Johnson,7,NA,NA,NA,01 Amelia Zdechlik,21 Sarah Mondschein,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:46:39,9,3,0,0,0.6277778,0.74506176,03 Makella Daley,10,NA,NA,NA,44 Sarah Meckstroth,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:48:41,9,4,0,1,0.2027778,0.8037037,04 Erica Baken,6,28 Emma Peaslee,02 Steph Wood,04 Erica Baken,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:50:31,10,1,0,1,0.7694444,0.66358024,47 Tori Gray,3,00 Alicia Carr,21 Sarah Mondschein,49 Elly Fireside-Ostergaard,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:52:44,11,1,0,1,0.9652778,0.5635803,11 Rachel Johnson,6,11 Rachel Johnson,10 Jane Koch,02 Steph Wood,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:56:03,13,1,1,1,0.28194445,0.8351852,05 Steph Rupp,14,03 Makella Daley,05 Steph Rupp,44 Sarah Meckstroth,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-04 18:59:00,14,1,0,1,0.65,0.65,11 Rachel Johnson,2,11 Rachel Johnson,21 Sarah Mondschein,14 Jessica Hendrickson,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:00:33,15,1,0,0,0.5930556,0.54567903,47 Tori Gray,5,NA,NA,NA,47 Tori Gray,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:06:48,15,2,0,0,0.0125,0.4993827,15 Chelsea Semper,11,NA,NA,NA,47 Tori Gray,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:09:46,16,1,1,1,0.5375,0.7993827,03 Makella Daley,7,53 Emma Piorier,03 Makella Daley,28 Emma Peaslee,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:13:41,17,1,0,1,0.93888885,0.41728395,15 Chelsea Semper,5,00 Alicia Carr,33 Julia Hill,49 Elly Fireside-Ostergaard,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:16:30,19,1,1,1,0.24305554,0.654321,03 Makella Daley,5,53 Emma Piorier,44 Sarah Meckstroth,53 Emma Piorier,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:19:22,21,1,1,0,0.48888886,0.517284,04 Erica Baken,7,NA,NA,NA,05 Steph Rupp,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:20:41,21,2,1,0,0.44583333,0.5611111,05 Steph Rupp,3,NA,NA,NA,07 Danielle Byers,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:21:48,21,3,1,1,0.83055556,0.7425926,04 Erica Baken,5,04 Erica Baken,07 Danielle Byers,53 Emma Piorier,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:24:37,23,1,1,0,0.5111111,0.50617284,04 Erica Baken,2,NA,NA,NA,44 Sarah Meckstroth,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:26:41,24,1,1,0,0.33333334,0.7074074,11 Rachel Johnson,8,NA,NA,NA,02 Steph Wood,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-06 16:29:23,25,1,1,1,0.26944447,0.8240741,05 Steph Rupp,9,03 Makella Daley,04 Erica Baken,44 Sarah Meckstroth,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:02:49,26,1,0,1,0.4444444,0.49876544,21 Sarah Mondschein,11,14 Jessica Hendrickson,10 Jane Koch,21 Sarah Mondschein,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:06:44,27,1,0,1,0.8944444,0.46358025,15 Chelsea Semper,4,15 Chelsea Semper,02 Steph Wood,47 Tori Gray,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:09:45,28,1,0,1,0.77361107,0.4333333,21 Sarah Mondschein,2,21 Sarah Mondschein,10 Jane Koch,49 Elly Fireside-Ostergaard,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:11:52,29,1,0,0,0.11666667,0.59197533,15 Chelsea Semper,5,NA,NA,NA,53 Emma Piorier,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:12:48,29,2,0,0,0.2277778,0.8228395,15 Chelsea Semper,3,NA,NA,NA,47 Tori Gray,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:14:22,30,1,1,1,0.46805555,0.52160496,03 Makella Daley,2,03 Makella Daley,04 Erica Baken,44 Sarah Meckstroth,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:16:40,31,1,0,0,0.25416666,0.65370375,55 Courtney Walbe,3,NA,NA,NA,21 Sarah Mondschein,55 Courtney Walbe,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:17:39,31,2,0,0,0.96666664,0.6827161,11 Rachel Johnson,4,NA,NA,NA,55 Courtney Walbe,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:18:23,31,3,0,1,0.1805556,0.554321,11 Rachel Johnson,10,21 Sarah Mondschein,11 Rachel Johnson,49 Elly Fireside-Ostergaard,NA,NA,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:21:09,32,1,0,0,0.6166667,0.58148146,15 Chelsea Semper,2,NA,NA,NA,00 Alicia Carr,10 Jane Koch,NA
MKE @ MINN,Week 5,MINN,MKE,2024-05-07 15:21:42,32,2,0,0,0.95,0.40061727,15 Chelsea Semper,6,NA,NA,NA,02 Steph Wood,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:25:07,1,1,1,0,0.116504855,0.56463194,08 ManHua Zhu,2,NA,NA,NA,21 Annie Shriver,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:27:08,1,2,1,0,0.016990291,0.8078995,52 Erynn Schroeder,3,NA,NA,NA,27 Steph Bugasch,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:30:44,2,1,1,1,0.41262135,0.7333932,52 Erynn Schroeder,5,52 Erynn Schroeder,27 Steph Bugasch,07 Sydney Stelzer,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:37:32,3,1,0,0,0.7451456,0.41651705,47 Penny Wu,1,NA,NA,NA,47 Penny Wu,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:38:26,3,2,0,0,0.30097088,0.8195691,47 Penny Wu,1,NA,NA,NA,NA,97 Eileen Bequette,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:40:24,3,3,0,0,0.37135923,0.5583483,99 Dana Demmert,1,NA,NA,NA,99 Dana Demmert,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:42:36,4,1,1,0,0.8446602,0.7486535,52 Erynn Schroeder,12,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:45:02,4,2,1,0,0.48058254,0.29443446,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:45:37,4,3,1,0,0.54126215,0.7172352,52 Erynn Schroeder,7,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:49:28,4,4,1,0,0.30582523,0.6633752,52 Erynn Schroeder,7,NA,NA,NA,20 Madison Lang,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:51:57,5,1,1,0,0.08737864,0.35816875,47 Penny Wu,1,NA,NA,NA,47 Penny Wu,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 10:53:01,5,2,1,1,0.30097088,0.22621185,22 Alex Ballinger,6,10 Chelsea Twohig,22 Alex Ballinger,72 Jacqueline Jarik,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:24:41,7,1,1,0,0.26941746,0.57001793,08 ManHua Zhu,4,NA,NA,NA,55 Mia Weben,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:26:47,8,1,1,0,0.59951454,0.7324955,22 Alex Ballinger,8,NA,NA,NA,47 Penny Wu,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:29:19,9,1,1,0,0.22815534,0.5502693,52 Erynn Schroeder,3,NA,NA,NA,NA,07 Sydney Stelzer,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:30:06,9,2,1,0,0.50242716,0.34111312,52 Erynn Schroeder,4,NA,NA,NA,21 Annie Shriver,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:31:29,9,3,1,0,0.050970875,0.79802513,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:33:31,9,4,1,0,0.42718446,0.81597847,22 Alex Ballinger,2,NA,NA,NA,47 Penny Wu,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:35:24,10,1,1,0,0.56796116,0.7190305,52 Erynn Schroeder,7,NA,NA,NA,NA,32 Mickela Heilicher,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:37:32,11,1,1,0,0.4563107,0.51705563,52 Erynn Schroeder,4,NA,NA,NA,27 Steph Bugasch,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:39:44,12,1,1,1,0.19174758,0.7163375,22 Alex Ballinger,7,22 Alex Ballinger,72 Jacqueline Jarik,12 Sydney French,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:43:56,14,1,1,0,0.5048544,0.67953324,64 Rachel Hildedrand,5,NA,NA,NA,27 Steph Bugasch,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 11:59:53,15,1,1,0,0.32524273,0.6768402,20 Madison Lang,5,NA,NA,NA,20 Madison Lang,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:00:33,15,2,1,0,0.06067961,0.6938959,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:01:01,15,3,1,1,0.15291262,0.8258528,52 Erynn Schroeder,13,27 Steph Bugasch,52 Erynn Schroeder,07 Sydney Stelzer,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:06:38,17,1,1,0,0.34708738,0.78456014,27 Steph Bugasch,2,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:07:49,18,1,1,1,0.6553398,0.5664273,32 Mickela Heilicher,10,32 Mickela Heilicher,20 Madison Lang,21 Annie Shriver,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:12:13,20,1,1,1,0.2936893,0.5780969,52 Erynn Schroeder,7,21 Annie Shriver,52 Erynn Schroeder,27 Steph Bugasch,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:15:14,21,1,0,0,0.49514562,0.7387792,52 Erynn Schroeder,2,NA,NA,NA,12 Sydney French,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:15:45,21,2,0,0,0.7354369,0.8025135,22 Alex Ballinger,5,NA,NA,NA,NA,99 Dana Demmert,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:18:00,22,1,1,1,0.4514563,0.57091564,47 Penny Wu,5,13 Erin Newman,20 Madison Lang,32 Mickela Heilicher,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:21:17,23,1,0,1,0.06553398,0.9147217,97 Eileen Bequette,7,22 Alex Ballinger,47 Penny Wu,10 Chelsea Twohig,NA,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:28:21,26,1,1,0,0.9223301,0.7145422,08 ManHua Zhu,4,NA,NA,NA,13 Erin Newman,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:30:29,27,1,1,0,0.2936893,0.55206466,22 Alex Ballinger,1,NA,NA,NA,NA,99 Dana Demmert,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:33:00,28,1,1,0,0.9223301,0.7190305,52 Erynn Schroeder,1,NA,NA,NA,52 Erynn Schroeder,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:35:03,29,1,1,0,0.4975728,0.55924594,32 Mickela Heilicher,1,NA,NA,NA,32 Mickela Heilicher,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:35:30,29,2,1,0,0.72572815,0.55745065,32 Mickela Heilicher,2,NA,NA,NA,72 Jacqueline Jarik,NA,NA
MKE @ MINN,Week 5,MKE,MINN,2024-05-05 12:36:20,29,3,1,1,0.5388349,0.6777379,22 Alex Ballinger,5,22 Alex Ballinger,12 Sydney French,10 Chelsea Twohig,NA,NA,NA
