match,week,team,opponent,Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:31:23,4,1,2,1,1,1,3,0,0,0,0,0,24 Jolie Krebs,20 Yina Cartagena,19 Eastelle Ding
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:34:38,5,2,2,0,0,1,1,1,1,0,0,1,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:37:44,6,2,3,1,1,1,11,0,0,0,0,0,26 Mari Malin,20 Yina Cartagena,33 Valeria Cárdenas
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:41:16,7,3,3,0,0,1,6,1,1,0,1,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:44:32,8,3,4,1,1,2,11,1,1,0,1,0,00 Genny De Jesus,20 Yina Cartagena,19 Eastelle Ding
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:47:46,9,4,4,0,1,1,13,0,0,0,1,0,03 Liv Player,33 Valeria Cárdenas,21 Montana Roberts
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:51:58,10,5,4,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 21:53:53,11,5,5,1,1,4,34,3,2,1,1,2,10 Ella Juengst,20 Yina Cartagena,07 Abby Hecko
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:09:04,12,6,5,0,1,1,6,0,0,0,0,1,07 Abby Hecko,33 Valeria Cárdenas,21 Montana Roberts
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:11:38,13,7,5,0,0,5,46,5,4,1,1,4,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:21:24,14,7,6,0,1,2,9,1,1,0,0,2,07 Abby Hecko,31 Eli Presberg,88 Nikki Hair
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:29:22,15,8,6,0,0,1,6,1,1,0,0,1,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:32:42,16,8,7,1,0,1,7,1,0,1,0,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:35:45,17,8,8,1,0,4,33,4,4,0,1,2,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:51:20,18,8,9,1,1,1,7,0,0,0,0,0,33 Valeria Cárdenas,31 Eli Presberg,66 Janine Hlavaty
NY @ PHL,Week 2,NY,PHL,2025-04-14 22:53:11,19,9,9,1,1,2,24,1,1,0,0,1,24 Jolie Krebs,20 Yina Cartagena,19 Eastelle Ding
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:04:07,20,10,9,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:06:06,21,10,10,1,0,1,9,1,1,0,0,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:10:21,22,10,11,1,0,1,5,1,1,0,0,0,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:13:16,23,10,12,1,1,1,12,0,0,0,0,0,74 Sam Harris,24 Jolie Krebs,00 Genny De Jesus
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:15:31,24,11,12,0,0,1,2,1,1,0,0,1,NA,NA,NA
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:19:23,25,11,13,1,1,1,7,0,0,0,0,0,66 Janine Hlavaty,24 Jolie Krebs,33 Valeria Cárdenas
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:20:42,26,12,13,0,1,1,16,0,0,0,1,0,33 Valeria Cárdenas,20 Yina Cartagena,03 Liv Player
NY @ PHL,Week 2,NY,PHL,2025-04-14 23:27:32,27,13,13,0,0,0,0,0,0,0,0,1,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 9:36,1,0,0,1,1,2,11,1,1,0,0,1,29 Sara Liang,01 Emily Shields,21 Linda Morse
NY @ PHL,Week 2,PHL,NY,4/13/25 9:40,2,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 9:43,3,1,1,1,1,2,10,1,0,1,0,1,09 Sarah Hirannet,27 Kit Asterin,05 Lindsay McKenna
NY @ PHL,Week 2,PHL,NY,4/13/25 9:46,4,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 9:47,5,2,2,1,1,2,15,1,1,0,1,0,20 Danielle Walsh,29 Sara Liang,19 Grace Maroon
NY @ PHL,Week 2,PHL,NY,4/13/25 9:52,6,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 10:23,7,3,3,1,1,2,13,1,1,0,0,1,21 Linda Morse,19 Grace Maroon,29 Sara Liang
NY @ PHL,Week 2,PHL,NY,4/13/25 10:26,8,4,3,0,0,1,1,1,1,0,1,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 10:28,9,4,4,1,0,1,2,1,1,1,0,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 10:38,10,4,5,1,1,1,1,0,0,0,0,0,NA,08 Joanna Maida,27 Kit Asterin
NY @ PHL,Week 2,PHL,NY,4/13/25 10:41,11,5,5,0,0,3,25,3,2,1,0,3,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 10:54,12,5,6,1,0,1,6,1,1,0,0,0,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 10:58,13,5,7,1,0,6,14,5,4,1,0,5,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/13/25 11:13,14,5,8,1,0,2,34,2,1,1,0,1,NA,NA,NA
NY @ PHL,Week 2,PHL,NY,4/14/25 12:22,15,5,9,1,1,2,13,1,1,0,0,1,27 Kit Asterin,05 Lindsay McKenna,27 Kit Asterin
